Date,Open,High,Low,Close,Adj Close,Volume
2003-12-25,19.831699,19.831699,18.768499,19.323200,11.306223,449945469
2003-12-26,19.323200,19.831699,19.323200,19.693001,11.522595,851871501
2003-12-29,20.109100,20.109100,19.600599,19.924200,11.657875,726593999
2003-12-30,20.201500,20.663799,20.109100,20.525101,12.009468,2386225980
2003-12-31,20.617599,20.802500,20.247801,20.617599,12.063592,847975
2004-01-01,null,null,null,null,null,null
2004-01-02,20.571400,20.941200,20.386400,20.432699,11.955403,1542361120
2004-01-05,20.802500,21.403500,20.663799,20.802500,12.171775,3735849
2004-01-06,21.264799,21.264799,20.802500,20.802500,12.171775,1291948983
2004-01-07,20.802500,22.235600,20.802500,22.189301,12.983211,4834772323
2004-01-08,22.651600,23.021400,22.327999,23.021400,13.470081,8457043666
2004-01-09,23.344999,24.269600,23.113899,24.038500,14.065195,9598523720
2004-01-12,23.807301,23.807301,23.113899,23.113899,13.524202,1999733601
2004-01-13,23.113899,24.269600,23.113899,24.038500,14.065195,4004083827
2004-01-14,24.038500,24.038500,23.344999,23.807301,13.929921,1492629328
2004-01-15,23.576200,23.807301,23.344999,23.344999,13.659422,1667848840
2004-01-16,23.807301,24.500700,23.344999,24.269600,14.200417,2204075407
2004-01-19,null,null,null,null,null,null
2004-01-20,null,null,null,null,null,null
2004-01-21,null,null,null,null,null,null
2004-01-22,null,null,null,null,null,null
2004-01-23,null,null,null,null,null,null
2004-01-26,null,null,null,null,null,null
2004-01-27,24.962999,24.962999,23.344999,23.807301,13.929921,2623961786
2004-01-28,23.344999,23.344999,22.929001,23.113899,13.524202,2462735017
2004-01-29,23.113899,23.807301,22.882700,23.113899,13.524202,1358490028
2004-01-30,23.576200,24.500700,23.344999,23.807301,13.929921,2822976717
2004-02-02,24.038500,24.038500,23.344999,23.576200,13.794700,1339886782
2004-02-03,23.344999,23.576200,23.113899,23.576200,13.794700,517006955
2004-02-04,23.807301,23.807301,23.113899,23.113899,13.524202,1103297989
2004-02-05,23.113899,23.576200,23.021400,23.344999,13.659422,1304427343
2004-02-06,23.344999,23.344999,22.929001,22.975201,13.443048,1209230
2004-02-09,23.113899,23.113899,22.374201,22.466700,13.145519,2533111004
2004-02-10,22.466700,22.605400,21.865700,22.189301,12.983211,2071048424
2004-02-11,22.327999,22.327999,21.773300,21.819500,12.766835,1521682230
2004-02-12,21.958200,22.281799,21.727100,21.912001,12.820958,1942640107
2004-02-13,22.096901,22.096901,21.588400,21.588400,12.631617,1105917
2004-02-16,21.588400,22.882700,21.588400,22.420500,13.118489,1685237721
2004-02-17,22.420500,22.882700,22.096901,22.651600,13.253706,3041484747
2004-02-18,22.744101,23.344999,22.466700,23.113899,13.524202,2688859867
2004-02-19,23.113899,23.344999,22.882700,23.344999,13.659422,1324093922
2004-02-20,23.113899,23.113899,22.882700,23.021400,13.470081,871423787
2004-02-23,23.021400,23.113899,22.559200,22.559200,13.199642,1016708708
2004-02-24,22.559200,22.882700,22.559200,22.790300,13.334861,886924791
2004-02-25,22.929001,23.113899,22.651600,23.113899,13.524202,1222446523
2004-02-26,23.344999,23.576200,22.882700,23.344999,13.659422,1845211348
2004-02-27,23.576200,23.807301,23.344999,23.344999,13.659422,2059410935
2004-03-01,23.113899,23.113899,22.882700,22.882700,13.388927,1062136140
2004-03-02,22.836500,22.836500,22.281799,22.327999,13.064364,1155154409
2004-03-03,22.327999,22.790300,22.096901,22.466700,13.145519,711866514
2004-03-04,22.559200,22.882700,22.466700,22.882700,13.388927,1064293422
2004-03-05,23.344999,24.269600,23.113899,23.807301,13.929921,5687276518
2004-03-08,24.269600,24.269600,23.113899,23.113899,13.524202,1561829728
2004-03-09,23.113899,23.113899,22.929001,23.113899,13.524202,516645707
2004-03-10,23.113899,23.113899,22.744101,22.882700,13.388927,843668929
2004-03-11,22.790300,22.882700,22.420500,22.512899,13.172551,874364794
2004-03-12,22.189301,22.790300,22.189301,22.559200,13.199642,575412779
2004-03-15,22.882700,22.882700,22.004400,22.004400,12.875023,644641752
2004-03-16,22.189301,22.420500,21.865700,22.420500,13.118489,420096597
2004-03-17,22.651600,22.651600,21.958200,22.143101,12.956177,404521
2004-03-18,21.958200,22.605400,21.773300,22.420500,13.118489,698714642
2004-03-19,22.189301,22.281799,21.865700,21.865700,12.793866,1396131241
2004-03-22,20.340200,20.340200,20.340200,20.340200,11.901281,73765
2004-03-23,18.953400,20.155300,18.953400,18.999599,11.116879,1605093755
2004-03-24,19.415701,19.785500,18.999599,19.508101,11.414409,1529035768
2004-03-25,19.785500,19.785500,19.415701,19.461901,11.387377,586476761
2004-03-26,19.646799,19.785500,19.184500,19.646799,11.495564,391537604
2004-03-29,20.525101,20.802500,20.109100,20.756300,12.144743,1157311692
2004-03-30,20.756300,20.756300,20.432699,20.571400,12.036557,789567465
2004-03-31,21.727100,21.727100,20.617599,21.634600,12.658647,1095021943
2004-04-01,21.357201,21.357201,20.941200,21.311001,12.469307,553996
2004-04-02,21.357201,21.727100,21.264799,21.264799,12.442273,599206156
2004-04-05,21.727100,22.189301,21.495899,22.096901,12.929144,1637553000
2004-04-06,22.327999,22.327999,21.634600,21.680799,12.685678,499709916
2004-04-07,21.680799,21.680799,21.079901,21.172300,12.388150,567620437
2004-04-08,21.079901,21.357201,21.033600,21.172300,12.388150,398051
2004-04-09,21.172300,21.680799,21.033600,21.449699,12.550461,765829193
2004-04-12,21.680799,22.143101,21.495899,21.912001,12.820958,1354193831
2004-04-13,21.865700,22.327999,21.865700,22.004400,12.875023,2026939444
2004-04-14,22.004400,22.004400,21.542200,21.727100,12.712771,1144334
2004-04-15,21.912001,21.912001,20.802500,21.033600,12.306996,1293614397
2004-04-16,21.264799,21.449699,21.033600,21.357201,12.496339,1314446359
2004-04-19,21.449699,22.327999,21.403500,21.958200,12.847990,1631052579
2004-04-20,22.327999,22.651600,21.865700,22.327999,13.064364,2861918014
2004-04-21,22.420500,22.559200,21.958200,22.050600,12.902054,1291434664
2004-04-22,22.512899,22.512899,21.542200,21.634600,12.658647,1529382729
2004-04-23,21.727100,21.912001,21.495899,21.495899,12.577493,657654840
2004-04-26,21.357201,21.495899,21.033600,21.033600,12.306996,400213676
2004-04-27,21.264799,21.264799,20.802500,20.941200,12.252933,796078091
2004-04-28,20.941200,21.033600,20.432699,20.432699,11.955403,532146711
2004-04-29,20.340200,20.340200,19.092100,19.554300,11.441442,776589074
2004-04-30,19.415701,19.415701,18.213800,18.260000,10.684132,2211417
2004-05-03,18.260000,19.415701,18.167500,18.676001,10.927539,953969950
2004-05-04,19.369400,19.369400,18.953400,19.323200,11.306223,482404714
2004-05-05,19.323200,19.323200,18.491100,18.491100,10.819351,818306061
2004-05-06,19.138300,19.138300,18.537300,18.629801,10.900505,365591026
2004-05-07,18.491100,19.184500,18.491100,19.045900,11.143971,415951
2004-05-10,18.629801,19.045900,18.629801,18.722200,10.954570,205513311
2004-05-11,18.860901,18.953400,18.583599,18.722200,10.954570,452119079
2004-05-12,18.814699,19.184500,18.768499,18.999599,11.116879,659938661
2004-05-13,18.999599,18.999599,18.722200,18.722200,10.954570,147098
2004-05-14,18.907200,19.415701,18.814699,19.415701,11.360345,1293593988
2004-05-17,19.323200,19.323200,18.907200,18.953400,11.089849,966950383
2004-05-18,18.953400,19.369400,18.953400,18.999599,11.116879,731161642
2004-05-19,19.369400,20.109100,19.138300,20.016600,11.711940,1215717515
2004-05-20,19.924200,20.109100,19.554300,20.016600,11.711940,919361586
2004-05-21,20.109100,20.802500,19.924200,20.525101,12.009468,1034009828
2004-05-24,20.155300,20.525101,20.155300,20.155300,11.793095,398029861
2004-05-25,20.109100,20.478901,19.924200,20.478901,11.982435,737649817
2004-05-26,20.709999,20.709999,20.340200,20.386400,11.928312,677080588
2004-05-27,20.386400,20.386400,20.016600,20.062901,11.739030,311499767
2004-05-28,19.924200,20.201500,19.878000,20.155300,11.793095,417496428
2004-05-31,19.924200,20.571400,19.461901,20.571400,12.036557,921522951
2004-06-01,20.155300,20.294001,19.554300,20.247801,11.847218,452111
2004-06-02,19.600599,20.247801,19.600599,19.739300,11.549686,529987388
2004-06-03,19.878000,19.878000,18.722200,18.814699,11.008693,424072364
2004-06-04,18.398600,18.722200,18.167500,18.491100,10.819351,456445890
2004-06-07,18.491100,18.676001,18.352400,18.398600,10.765227,681558429
2004-06-08,18.537300,18.537300,17.243000,17.982599,10.521820,1135679678
2004-06-09,17.612801,17.982599,17.612801,17.659000,10.332481,346112213
2004-06-10,17.381599,17.520300,17.196699,17.335400,10.143139,445628863
2004-06-11,17.335400,17.335400,16.826900,17.104300,10.007917,307185202
2004-06-14,16.780701,16.919399,16.179701,16.179701,9.466924,164412690
2004-06-15,15.717400,16.041000,15.162700,15.994800,9.358737,2665074653
2004-06-16,15.856100,15.948600,15.070300,15.393900,9.007145,830017024
2004-06-17,15.070300,15.532500,14.700400,14.977800,8.763680,1572981471
2004-06-18,14.885300,14.977800,14.700400,14.977800,8.763680,436977
2004-06-21,15.070300,15.625000,15.070300,15.255200,8.925989,302858391
2004-06-22,null,null,null,null,null,null
2004-06-23,15.255200,16.041000,15.255200,15.717400,9.196426,950681982
2004-06-24,15.948600,16.318399,15.809900,16.272200,9.521046,668429007
2004-06-25,16.364599,16.873100,16.364599,16.780701,9.818575,940991559
2004-06-28,17.104300,17.150499,16.457100,16.503300,9.656267,722508020
2004-06-29,16.272200,16.364599,15.994800,16.179701,9.466924,297988688
2004-06-30,16.272200,16.364599,15.902400,16.087299,9.412860,642470183
2004-07-01,16.179701,16.179701,15.625000,15.625000,9.142364,547288508
2004-07-02,15.625000,15.625000,15.255200,15.393900,9.007145,385049429
2004-07-05,15.024000,15.070300,14.376800,14.469300,8.466149,962633
2004-07-06,14.469300,14.654200,14.238100,14.515500,8.493183,1670002041
2004-07-07,14.330600,14.746700,14.284400,14.700400,8.601370,1174867931
2004-07-08,14.792900,15.070300,14.700400,14.839100,8.682525,1344115627
2004-07-09,14.977800,15.578800,14.839100,15.578800,9.115331,991578508
2004-07-12,15.625000,15.671200,15.347600,15.393900,9.007145,707366223
2004-07-13,15.393900,15.393900,14.839100,15.162700,8.871866,528026036
2004-07-14,15.162700,15.255200,14.931600,14.931600,8.736648,248767133
2004-07-15,14.792900,14.931600,14.284400,14.469300,8.466149,650560503
2004-07-16,14.238100,14.469300,14.099500,14.099500,8.249775,1233024759
2004-07-19,14.053300,14.053300,13.128700,13.174900,7.708783,895564127
2004-07-20,12.389000,12.943800,12.296600,12.943800,7.573563,1743798657
2004-07-21,12.943800,13.174900,12.574000,12.805100,7.492409,1501260499
2004-07-22,12.712600,13.406100,12.574000,13.221200,7.735873,1009419
2004-07-23,13.637200,14.007000,13.174900,13.914600,8.141589,969113788
2004-07-26,13.729600,13.729600,13.452300,13.452300,7.871093,677080588
2004-07-27,13.565100,13.823900,13.565100,13.565100,8.098344,602604627
2004-07-28,14.238100,14.238100,13.720400,13.823900,8.252847,496376902
2004-07-29,14.082800,14.082800,13.720400,13.772200,8.221980,262673718
2004-07-30,13.979300,14.031100,13.772200,13.823900,8.252847,309028762
2004-08-02,13.823900,14.134600,13.823900,13.823900,8.252847,538772140
2004-08-03,13.875700,14.134600,13.823900,14.134600,8.438334,184181025
2004-08-04,14.134600,14.134600,13.927500,14.082800,8.407410,417188099
2004-08-05,14.238100,15.066600,14.031100,15.066600,8.994735,861418
2004-08-06,14.911200,15.843200,14.755900,15.429000,9.211088,1348910253
2004-08-09,15.273700,15.325400,14.755900,15.221900,9.087449,484787230
2004-08-10,15.532500,15.532500,15.118300,15.118300,9.025601,424915
2004-08-11,15.377200,15.429000,14.652400,14.807700,8.840175,1837021313
2004-08-12,14.859500,15.791400,14.859500,15.791400,9.427442,1952675
2004-08-13,15.532500,15.687900,15.325400,15.377200,9.180163,571702480
2004-08-16,15.636100,15.636100,15.273700,15.273700,9.118375,2047315546
2004-08-17,15.636100,15.687900,15.325400,15.325400,9.149240,630944
2004-08-18,15.377200,15.532500,14.755900,15.429000,9.211088,871459504
2004-08-19,15.687900,16.309200,15.532500,15.895000,9.489290,2072424
2004-08-20,16.050301,16.671600,15.895000,16.412701,9.798357,2228282077
2004-08-23,17.085800,17.500000,16.464500,17.292900,10.323834,2414287200
2004-08-24,null,null,null,null,null,null
2004-08-25,null,null,null,null,null,null
2004-08-26,17.344700,17.396400,16.775101,17.241100,10.292910,2136160586
2004-08-27,16.982201,17.241100,16.775101,16.826900,10.045632,1647510
2004-08-30,16.982201,17.085800,16.464500,16.775101,10.014709,1352014
2004-08-31,16.723400,16.826900,16.309200,16.360901,9.767432,1257823814
2004-09-01,16.516300,16.826900,16.205601,16.826900,10.045632,2821684213
2004-09-02,16.826900,16.826900,16.360901,16.464500,9.829280,1641335
2004-09-03,16.412701,16.412701,15.584300,15.895000,9.489290,2458287
2004-09-06,15.584300,16.360901,15.377200,16.309200,9.736567,1640610997
2004-09-07,16.464500,17.241100,16.464500,16.723400,9.983844,5521031785
2004-09-08,16.982201,17.034000,16.309200,16.309200,9.736567,2210560
2004-09-09,16.309200,16.723400,16.205601,16.464500,9.829280,1457918771
2004-09-10,16.568001,16.723400,16.360901,16.360901,9.767432,1093729731
2004-09-13,16.568001,16.826900,16.464500,16.464500,9.829280,1220200
2004-09-14,16.723400,16.723400,16.050301,16.464500,9.829280,1624564039
2004-09-15,16.568001,16.568001,16.309200,16.309200,9.736567,655759
2004-09-16,16.102100,16.464500,16.050301,16.257401,9.705645,1199416241
2004-09-17,16.412701,16.412701,16.050301,16.050301,9.582004,954569843
2004-09-20,16.050301,16.102100,15.014800,15.066600,8.994735,1057599475
2004-09-21,15.273700,15.377200,14.755900,14.963000,8.932887,1499637945
2004-09-22,15.014800,15.429000,15.014800,15.221900,9.087449,861553
2004-09-23,15.221900,15.946700,15.014800,15.843200,9.458367,2328795147
2004-09-24,16.050301,16.153799,15.843200,15.843200,9.458367,1677023705
2004-09-27,15.843200,15.843200,15.221900,15.273700,9.118375,1222883504
2004-09-28,null,null,null,null,null,null
2004-09-29,15.273700,15.480800,15.014800,15.014800,8.963812,797814064
2004-09-30,15.429000,15.429000,15.066600,15.273700,9.118375,463309891
2004-10-01,15.273700,15.273700,14.755900,14.911200,8.901962,874338699
2004-10-04,15.118300,15.273700,14.497000,14.859500,8.871099,2708076272
2004-10-05,14.911200,15.118300,14.807700,14.963000,8.932887,1712695
2004-10-06,15.014800,15.118300,14.755900,14.755900,8.809250,1158974
2004-10-07,14.963000,14.963000,14.497000,14.548800,8.685612,1395504014
2004-10-08,14.445300,14.911200,14.082800,14.497000,8.654687,4557864447
2004-10-11,14.393500,14.704100,14.393500,14.445300,8.623822,1296716639
2004-10-12,14.445300,14.445300,13.875700,13.875700,8.283772,2538285
2004-10-13,13.927500,14.186400,13.875700,13.927500,8.314695,844402358
2004-10-14,13.979300,14.186400,13.875700,13.927500,8.314695,970040962
2004-10-15,13.875700,14.031100,12.995600,13.047300,7.789219,2227168667
2004-10-18,13.202700,13.202700,12.581400,12.633100,7.541941,747152984
2004-10-19,12.684900,12.943800,12.633100,12.943800,7.727428,910464
2004-10-20,12.840200,12.840200,12.529600,12.529600,7.480153,773062
2004-10-21,12.426000,12.995600,12.322500,12.684900,7.572866,1060355
2004-10-22,12.788500,13.254400,12.788500,12.995600,7.758354,1750802172
2004-10-25,null,null,null,null,null,null
2004-10-26,12.684900,12.840200,12.322500,12.426000,7.418303,523908
2004-10-27,12.477800,12.633100,12.322500,12.477800,7.449228,642160761
2004-10-28,12.633100,12.788500,12.529600,12.788500,7.634715,1106707977
2004-10-29,12.788500,12.840200,12.684900,12.684900,7.572866,551615538
2004-11-01,12.788500,12.840200,12.581400,12.684900,7.572866,351021277
2004-11-02,12.788500,12.943800,12.581400,12.943800,7.727428,465472932
2004-11-03,12.684900,13.358000,12.684900,13.150900,7.851068,949491
2004-11-04,13.202700,13.202700,12.840200,12.840200,7.665579,729462
2004-11-05,13.099100,13.202700,12.892000,12.943800,7.727428,796135
2004-11-08,12.995600,12.995600,12.270700,12.426000,7.418303,1680962
2004-11-09,12.218900,12.218900,11.701200,11.701200,6.985598,1689491714
2004-11-10,11.804700,11.960000,11.597600,11.908300,7.109237,1354550195
2004-11-11,11.908300,12.115400,11.804700,12.063600,7.201950,1735852224
2004-11-12,12.633100,12.892000,12.374300,12.892000,7.696505,3426548462
2004-11-15,13.306200,13.409800,12.995600,13.047300,7.789219,5999995023
2004-11-16,13.047300,13.047300,12.684900,12.736700,7.603791,2316516655
2004-11-17,12.892000,13.047300,12.581400,12.892000,7.696505,3237268710
2004-11-18,12.943800,13.668600,12.943800,13.306200,7.943781,4985426
2004-11-19,13.409800,13.513300,12.892000,12.995600,7.758354,3978745305
2004-11-22,12.892000,12.892000,12.426000,12.426000,7.418303,1649775
2004-11-23,12.477800,12.581400,12.218900,12.322500,7.356514,1041689188
2004-11-24,12.374300,12.581400,12.218900,12.218900,7.294666,1155328108
2004-11-25,12.322500,12.529600,12.115400,12.426000,7.418303,2269816
2004-11-26,12.426000,12.477800,11.701200,11.752900,7.016462,2004439226
2004-11-29,11.649400,11.960000,11.183400,11.545800,6.892825,1829218
2004-11-30,10.976300,11.442300,10.976300,11.287000,6.738321,1441329
2004-12-01,11.079900,11.287000,11.079900,11.287000,6.738321,1050891
2004-12-02,11.494100,11.545800,11.235200,11.235200,6.707397,1193855
2004-12-03,11.338700,11.649400,11.338700,11.494100,6.861959,1490662
2004-12-06,11.494100,11.494100,11.235200,11.235200,6.707397,751326
2004-12-07,11.287000,11.545800,11.287000,11.442300,6.831035,890389
2004-12-08,11.390500,11.545800,11.287000,11.287000,6.738321,683726
2004-12-09,11.390500,12.011800,11.287000,11.752900,7.016462,3314333
2004-12-10,11.804700,12.115400,11.701200,11.908300,7.109237,2231128471
2004-12-13,12.736700,12.736700,12.322500,12.529600,7.480153,4816024
2004-12-14,12.581400,12.736700,12.374300,12.684900,7.572866,3592459353
2004-12-15,12.892000,12.892000,12.529600,12.633100,7.541941,4295500
2004-12-16,12.736700,13.150900,12.633100,12.840200,7.665579,6256983
2004-12-17,12.736700,12.736700,12.115400,12.270700,7.325589,4637977
2004-12-20,11.960000,12.115400,11.856500,11.960000,7.140101,2210305
2004-12-21,11.960000,12.218900,11.960000,12.063600,7.201950,1673271
2004-12-22,12.270700,12.529600,12.063600,12.063600,7.201950,3316497
2004-12-23,12.167100,12.270700,12.063600,12.115400,7.232875,1317618
2004-12-24,12.218900,12.270700,12.167100,12.167100,7.263740,979899
2004-12-27,12.167100,12.529600,12.167100,12.270700,7.325589,2229165
2004-12-28,12.270700,12.426000,11.804700,11.804700,7.047388,3330448943
2004-12-29,11.908300,12.115400,11.856500,12.063600,7.201950,2260696713
2004-12-30,12.115400,12.167100,11.908300,11.908300,7.109237,948662026
2004-12-31,11.908300,12.063600,11.856500,12.011800,7.171025,2116516456
2005-01-03,12.063600,12.167100,11.804700,11.856500,7.078311,1885074717
2005-01-04,11.804700,11.856500,11.649400,11.649400,6.954675,983234236
2005-01-05,11.597600,11.856500,11.545800,11.649400,6.954675,926344619
2005-01-06,11.597600,11.752900,11.442300,11.494100,6.861959,1042972070
2005-01-07,11.494100,11.545800,11.183400,11.235200,6.707397,1681271
2005-01-10,11.235200,11.235200,11.028100,11.235200,6.707397,1228691096
2005-01-11,11.235200,11.235200,11.079900,11.183400,6.676472,676309
2005-01-12,11.183400,11.287000,10.976300,10.976300,6.552834,1188756
2005-01-13,10.976300,11.183400,10.872800,10.872800,6.491045,1559264
2005-01-14,10.872800,11.079900,10.872800,10.924500,6.521910,707830101
2005-01-17,11.028100,11.079900,10.924500,10.924500,6.521910,1151131408
2005-01-18,11.028100,11.028100,10.872800,10.924500,6.521910,931851535
2005-01-19,10.924500,11.079900,10.872800,10.872800,6.491045,907230771
2005-01-20,10.872800,11.079900,10.821000,10.872800,6.491045,1777255
2005-01-21,11.028100,11.287000,10.976300,11.028100,6.583758,7645925242
2005-01-24,11.028100,11.079900,10.303300,10.303300,6.151053,5575960635
2005-01-25,9.889050,10.355000,9.889050,10.303300,6.151053,2246253
2005-01-26,10.406800,10.562100,10.096200,10.147900,6.058280,1748272
2005-01-27,10.251500,10.769200,10.251500,10.406800,6.212844,2725245751
2005-01-28,10.613900,10.924500,10.510400,10.924500,6.521910,3345234886
2005-01-31,11.028100,11.131600,10.821000,10.821000,6.460121,3027530271
2005-02-01,10.924500,11.028100,10.665700,10.769200,6.429195,1265240475
2005-02-02,10.821000,11.131600,10.821000,10.821000,6.460121,3857472874
2005-02-03,10.924500,10.924500,10.665700,10.665700,6.367406,1253885877
2005-02-04,null,null,null,null,null,null
2005-02-07,null,null,null,null,null,null
2005-02-08,null,null,null,null,null,null
2005-02-09,null,null,null,null,null,null
2005-02-10,null,null,null,null,null,null
2005-02-11,null,null,null,null,null,null
2005-02-14,10.872800,11.028100,10.821000,10.872800,6.491045,1309509013
2005-02-15,10.924500,11.079900,10.872800,10.924500,6.521910,1763538055
2005-02-16,10.976300,11.597600,10.821000,11.545800,6.892825,6018000927
2005-02-17,11.494100,12.167100,11.390500,11.908300,7.109237,10092967843
2005-02-18,11.908300,12.633100,11.908300,12.633100,7.541941,12009629883
2005-02-21,12.788500,13.513300,12.788500,12.840200,7.665579,20591960526
2005-02-22,12.892000,13.099100,12.581400,12.633100,7.541941,8432734584
2005-02-23,12.477800,13.358000,12.477800,13.358000,7.974706,10293882824
2005-02-24,13.358000,13.358000,12.426000,12.426000,7.418303,13402742
2005-02-25,12.633100,12.840200,11.701200,12.167100,7.263740,7574484755
2005-02-28,null,null,null,null,null,null
2005-03-01,12.270700,12.426000,12.167100,12.270700,7.325589,3453537
2005-03-02,12.270700,12.374300,11.882400,11.908300,7.109237,4921282664
2005-03-03,11.908300,11.908300,11.545800,11.856500,7.078311,3994591813
2005-03-04,11.804700,12.684900,11.804700,12.477800,7.449228,14518290906
2005-03-07,12.684900,13.150900,12.684900,12.892000,7.696505,13004056
2005-03-08,12.943800,13.176800,12.710800,12.710800,7.588326,9284821
2005-03-09,12.736700,13.150900,12.736700,12.995600,7.758354,8555985
2005-03-10,12.840200,13.099100,12.762600,13.021400,7.773757,6825671678
2005-03-11,13.150900,13.409800,12.892000,12.969700,7.742890,8280039
2005-03-14,12.943800,13.150900,12.736700,12.892000,7.696505,5682861
2005-03-15,12.943800,12.995600,12.218900,12.348400,7.371976,4509393742
2005-03-16,12.348400,12.684900,12.322500,12.581400,7.511075,3402098992
2005-03-17,12.218900,12.555500,12.218900,12.503700,7.464689,2368713
2005-03-18,12.529600,12.607200,12.426000,12.451900,7.433766,1465955006
2005-03-21,12.477800,13.280300,12.477800,13.150900,7.851068,6723965018
2005-03-22,13.202700,13.772200,13.047300,13.435600,8.021032,15944872006
2005-03-23,13.358000,13.565100,13.202700,13.358000,7.974706,8167547
2005-03-24,13.513300,13.927500,13.306200,13.306200,7.943781,12380965887
