Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,12.442000,13.074700,12.283800,13.074700,3.020200,151974938343
2000-01-05,12.653000,12.863800,12.442000,12.653000,2.922789,64726450393
2000-01-06,12.916500,13.180100,12.916500,12.916500,2.983656,159324486284
2000-01-07,13.180100,13.285600,12.969200,13.022000,3.008026,123269635032
2000-01-10,13.707300,13.707300,13.496500,13.601900,3.141981,147197102070
2000-01-11,13.760100,13.812800,13.180100,13.180100,3.044547,106911284351
2000-01-12,13.285600,13.549200,13.285600,13.338300,3.081090,62879445928
2000-01-13,13.549200,13.918200,13.549200,13.707300,3.166327,142069331
2000-01-14,13.865500,13.865500,13.338300,13.338300,3.081090,65691406
2000-01-17,13.443700,13.654600,13.391000,13.496500,3.117634,46204007058
2000-01-18,13.601900,13.707300,13.338300,13.391000,3.093263,54019521
2000-01-19,13.391000,13.443700,13.180100,13.180100,3.044547,38739043217
2000-01-20,13.443700,13.654600,13.232900,13.285600,3.068916,75959930998
2000-01-21,13.338300,13.549200,13.285600,13.338300,3.081090,46483518906
2000-01-24,13.443700,13.865500,13.391000,13.865500,3.202872,107128543
2000-01-25,13.496500,13.654600,13.391000,13.443700,3.105437,52064853863
2000-01-26,13.549200,13.654600,13.391000,13.443700,3.105437,61007368
2000-01-27,13.654600,13.918200,13.496500,13.549200,3.129807,141915521116
2000-01-28,13.707300,14.129100,13.707300,14.129100,3.263762,263911212
2000-01-31,13.760100,13.865500,13.443700,13.549200,3.129807,95346151
2000-02-01,13.549200,13.707300,13.549200,13.601900,3.141981,72017518
2000-02-02,13.601900,13.601900,13.601900,13.601900,3.141981,0
2000-02-03,13.601900,13.601900,13.601900,13.601900,3.141981,0
2000-02-04,13.601900,13.601900,13.601900,13.601900,3.141981,0
2000-02-07,13.601900,13.601900,13.601900,13.601900,3.141981,0
2000-02-08,13.601900,13.601900,13.601900,13.601900,3.141981,0
2000-02-09,13.865500,13.865500,13.601900,13.654600,3.154154,94080990
2000-02-10,13.654600,13.812800,13.601900,13.707300,3.166327,97127696
2000-02-11,13.865500,14.076400,13.654600,13.654600,3.154154,180607636
2000-02-14,13.654600,13.760100,13.338300,13.338300,3.081090,78036236
2000-02-15,13.338300,13.391000,13.022000,13.127400,3.032373,71593983
2000-02-16,13.180100,13.285600,13.074700,13.127400,3.032373,69782051277
2000-02-17,13.180100,13.654600,13.180100,13.549200,3.129807,122309422399
2000-02-18,13.760100,13.812800,13.180100,13.232900,3.056743,94018567373
2000-02-21,13.549200,13.812800,13.338300,13.338300,3.081090,94944031
2000-02-22,13.443700,13.549200,13.127400,13.180100,3.044547,64655283499
2000-02-23,13.232900,13.338300,13.074700,13.127400,3.032373,41022669601
2000-02-24,13.232900,13.285600,12.916500,13.022000,3.008026,65170033623
2000-02-25,12.969200,13.022000,12.547500,12.653000,2.922789,50842675449
2000-02-28,12.652900,12.652900,12.652900,12.652900,2.922765,0
2000-02-29,12.653000,12.811100,12.442000,12.547500,2.898419,35039021827
2000-03-01,12.547500,12.758400,12.547500,12.758400,2.947136,36435024214
2000-03-02,12.758400,12.758400,12.442000,12.547500,2.898419,32664938315
2000-03-03,12.547500,12.653000,12.547500,12.600200,2.910592,18560506385
2000-03-06,12.600200,12.653000,12.336600,12.547500,2.898419,28897659050
2000-03-07,12.442000,12.547500,12.178400,12.336600,2.849701,43384157039
2000-03-08,12.231200,12.389300,12.125700,12.231200,2.825356,55616848358
2000-03-09,12.231200,12.336600,12.178400,12.231200,2.825356,34269245737
2000-03-10,12.336600,12.389300,12.020300,12.020300,2.776638,42790216241
2000-03-13,11.862100,11.862100,11.229500,11.334900,2.618314,98966275608
2000-03-14,11.334900,11.651200,11.334900,11.545800,2.667030,57716582
2000-03-15,11.493100,11.651200,11.334900,11.387600,2.630487,57247429
2000-03-16,11.493100,12.178400,11.071300,12.178400,2.813158,144894379
2000-03-17,12.020300,12.442000,11.756700,12.073000,2.788811,163453505007
2000-03-20,11.651200,11.651200,11.651200,11.651200,2.691377,3448658
2000-03-21,11.282200,11.862100,11.282200,11.809400,2.727921,108861888604
2000-03-22,11.704000,11.809400,11.440400,11.545800,2.667030,52834575
2000-03-23,11.545800,12.020300,11.545800,11.862100,2.740094,68768838101
2000-03-24,11.862100,11.862100,11.598500,11.651200,2.691377,33717622464
2000-03-27,11.651200,11.704000,11.334900,11.651200,2.691377,52020281
2000-03-28,11.756700,11.967600,11.704000,11.756700,2.715747,44151507264
2000-03-29,11.862100,11.914800,11.598500,11.598500,2.679204,46461649273
2000-03-30,11.598500,11.862100,11.598500,11.704000,2.703574,78649945039
2000-03-31,11.704000,11.704000,11.493100,11.545800,2.667030,67364037
2000-04-03,11.545800,11.545800,11.545800,11.545800,2.667030,0
2000-04-04,11.545800,11.545800,11.545800,11.545800,2.667030,0
2000-04-05,11.651200,12.125700,11.651200,11.862100,2.740094,98236864069
2000-04-06,12.231200,12.389300,12.125700,12.125700,2.800985,86956100592
2000-04-07,12.231200,12.283800,11.914800,11.967600,2.764464,24848781387
2000-04-10,11.967600,12.125700,11.862100,11.914800,2.752267,27420055478
2000-04-11,12.073000,12.231200,11.967600,12.020300,2.776638,50395410431
2000-04-12,12.336600,12.494800,12.178400,12.442000,2.874048,89082368178
2000-04-13,12.600200,12.600200,12.178400,12.178400,2.813158,50361343917
2000-04-14,12.178400,12.178400,11.914800,11.914800,2.752267,33278190841
2000-04-17,11.387600,11.598500,11.334900,11.545800,2.667030,56198217
2000-04-18,11.756700,11.862100,11.598500,11.704000,2.703574,39595579293
2000-04-19,11.862100,11.862100,11.545800,11.545800,2.667030,37420561034
2000-04-20,11.545800,11.651200,11.493100,11.545800,2.667030,17654108
2000-04-21,11.598500,11.756700,11.598500,11.598500,2.679204,19053505099
2000-04-24,11.651200,11.704000,11.387600,11.545800,2.667030,23043014
2000-04-25,11.545800,11.651200,11.493100,11.545800,2.667030,21481782
2000-04-26,11.598500,11.651200,11.334900,11.387600,2.630487,30944413
2000-04-27,11.387600,11.493100,11.334900,11.387600,2.630487,30392541
2000-04-28,11.387600,11.598500,11.334900,11.440400,2.642684,39109980
2000-05-01,11.440400,11.440400,11.440400,11.440400,2.642684,0
2000-05-02,11.493100,11.651200,11.440400,11.493100,2.654856,25470152
2000-05-03,11.493100,11.598500,11.387600,11.440400,2.642684,20308140
2000-05-04,11.440400,11.704000,11.440400,11.545800,2.667030,28390285
2000-05-05,11.704000,11.967600,11.651200,11.967600,2.764464,44651862
2000-05-08,11.756700,11.862100,11.598500,11.862100,2.740094,18493742896
2000-05-09,11.862100,11.862100,11.862100,11.862100,2.740094,0
2000-05-10,11.862100,11.914800,11.756700,11.809400,2.727921,19731988827
2000-05-11,12.231200,12.231200,11.967600,11.967600,2.764464,60552384278
2000-05-12,12.125700,12.389300,11.862100,11.914800,2.752267,79147585139
2000-05-15,11.967600,12.020300,11.862100,11.914800,2.752267,44620393187
2000-05-16,11.914800,12.020300,11.862100,11.862100,2.740094,17019707495
2000-05-17,11.914800,12.125700,11.914800,11.967600,2.764464,35576915931
2000-05-18,11.967600,12.125700,11.967600,12.020300,2.776638,36035257019
2000-05-19,12.020300,12.125700,11.967600,12.020300,2.776638,20048165014
2000-05-22,12.020300,12.020300,11.914800,11.967600,2.764464,21204261637
2000-05-23,11.967600,12.020300,11.809400,11.809400,2.727921,19354356882
2000-05-24,11.704000,11.809400,11.651200,11.651200,2.691377,20332571
2000-05-25,11.704000,11.862100,11.651200,11.809400,2.727921,18422651234
2000-05-26,11.809400,12.073000,11.704000,11.967600,2.764464,29025635
2000-05-29,12.073000,12.073000,11.862100,12.073000,2.788811,13978613983
2000-05-30,12.073000,12.073000,12.073000,12.073000,2.788811,0
2000-05-31,12.231200,12.336600,12.020300,12.020300,2.776638,37187806966
2000-06-01,12.020300,12.073000,11.914800,11.967600,2.764464,12214403675
2000-06-02,12.020300,12.073000,11.914800,11.967600,2.764464,22821696366
2000-06-05,12.125700,12.231200,12.020300,12.073000,2.788811,26206106581
2000-06-06,12.073000,12.073000,12.073000,12.073000,2.788811,0
2000-06-07,12.073000,12.125700,11.967600,12.020300,2.776638,24904964727
2000-06-08,12.073000,12.125700,11.967600,12.020300,2.776638,22459560785
2000-06-09,11.967600,11.967600,11.809400,11.809400,2.727921,39971826
2000-06-12,11.809400,11.862100,11.651200,11.756700,2.715747,33587255252
2000-06-13,11.704000,11.704000,11.598500,11.598500,2.679204,32338766
2000-06-14,11.598500,11.598500,11.440400,11.493100,2.654856,50905308
2000-06-15,11.493100,11.809400,11.493100,11.809400,2.727921,46982984
2000-06-16,11.809400,11.809400,11.598500,11.651200,2.691377,37109412
2000-06-19,11.598500,11.756700,11.598500,11.756700,2.715747,18290785512
2000-06-20,11.809400,11.809400,11.598500,11.651200,2.691377,38778059
2000-06-21,11.651200,11.651200,11.545800,11.598500,2.679204,59566923
2000-06-22,11.124000,11.124000,10.965900,11.124000,2.893961,29802430
2000-06-23,11.229500,11.229500,11.124000,11.124000,2.893961,34923243
2000-06-26,11.176800,11.229500,11.018600,11.018600,2.866541,17295838
2000-06-27,11.071300,11.124000,11.018600,11.071300,2.880251,11615055
2000-06-28,11.071300,11.071300,10.807700,10.807700,2.811675,23575861
2000-06-29,10.913100,10.913100,10.755000,10.807700,2.811675,24606579
2000-06-30,10.807700,11.071300,10.755000,11.071300,2.880251,31984274
2000-07-03,11.124000,11.334900,10.965900,11.176800,2.907698,30097988
2000-07-04,11.176800,11.176800,10.913100,10.913100,2.839095,27925533
2000-07-05,10.913100,11.651200,10.860400,11.387600,2.962538,71303906
2000-07-06,11.282200,11.440400,11.124000,11.282200,2.935118,33105336
2000-07-07,11.282200,11.334900,11.071300,11.124000,2.893961,23541738
2000-07-10,11.071300,11.229500,10.860400,11.124000,2.893961,40396177
2000-07-11,11.018600,11.229500,10.965900,11.176800,2.907698,24428148
2000-07-12,11.176800,11.176800,10.965900,11.018600,2.866541,12717629
2000-07-13,11.018600,11.387600,11.018600,11.124000,2.893961,31158846
2000-07-14,11.071300,11.545800,11.071300,11.229500,2.921408,70880637
2000-07-17,11.440400,11.862100,11.387600,11.704000,3.044852,99818792118
2000-07-18,11.809400,11.809400,11.334900,11.440400,2.976274,37315498
2000-07-19,11.809400,11.809400,11.334900,11.440400,2.976274,37315498
2000-07-20,11.334900,11.440400,11.176800,11.229500,2.921408,25357539
2000-07-21,11.282200,11.440400,11.229500,11.387600,2.962538,29320492
2000-07-24,11.334900,11.493100,11.229500,11.387600,2.962538,26889068
2000-07-25,11.282200,11.493100,11.176800,11.229500,2.921408,37013320
2000-07-26,11.229500,11.440400,11.229500,11.282200,2.935118,24871334
2000-07-27,11.229500,11.440400,11.229500,11.440400,2.976274,50675720
2000-07-28,11.493100,11.756700,11.387600,11.704000,3.044852,77411298379
2000-07-31,11.704000,11.756700,11.598500,11.598500,3.017405,20933020761
2000-08-01,11.598500,11.651200,11.334900,11.334900,2.948828,33361441
2000-08-02,11.334900,11.387600,11.282200,11.387600,2.962538,27352360
2000-08-03,11.334900,11.440400,11.176800,11.334900,2.948828,32831496
